name,order,rank,slug,revenues_m,revenue_percent_change,profits_m,profits_percent_change,assets_m,total_shareholder_equity,profit_as_of_revenues,profits_as_of_assets,profit_as_a_of_shareholder_equity,industry,headquarters_state,market_value_m,ticker,year,employees,headquarters_city,gained_in_rank,dropped_in_rank,newcomer_to_the_fortune_500,profitable,founder_is_ceo,foreign_born_ceo,female_ceo,growth_in_jobs,sector,global_500,best_companies,world_s_most_admired_companies,change_the_world,fastest_growing_companies,change_in_rank_full_1000,change_in_rank_500_only,measure_up,measure_up_rank,state
Vroom,805,805,/company/vroom/,"$3,184.3",134.5%,$-370.9,,"$2,366.8",,,,,"Automotive Retailing, Services",NY,$364.7,VRM,2022,"1,807",New York,,,no,no,no,,no,yes,Retailing,no,no,,,,,,,,
Worthington Enterprises,806,806,/company/worthington-industries/,"$3,171.4",3.7%,$723.8,818.6%,"$3,373.2",,,,,Metals,OH,"$2,537.8",WOR,2022,"9,000",Columbus,,,no,yes,no,,no,no,Materials,no,no,,,,-68,,,,
Calumet,807,807,/company/calumet-specialty-products/,"$3,148",38.8%,$-260.1,,"$2,127.9",,,,,Petroleum Refining,IN,"$1,070.8",CLMT,2022,"1,450",Indianapolis,,,no,no,no,,no,yes,Energy,no,no,,,,96,,,,
Xilinx,808,808,/company/xilinx/,"$3,147.6",-0.5%,$646.5,-18.4%,"$5,519.2",,,,,Semiconductors and Other Electronic Components,CA,,XLNX,2022,"4,890",San Jose,,,no,yes,no,,yes,no,Technology,no,no,,,,-92,,,,
TransUnion,809,809,/company/transunion/,"$3,145",15.8%,"$1,387.1",304.2%,"$12,635",,,,,Financial Data Services,IL,"$19,882.6",TRU,2022,"10,200",Chicago,,,no,yes,no,,no,yes,Business Services,no,no,,,,-13,,,,
Travel + Leisure,810,810,/company/wyndham-worldwide/,"$3,134",45.1%,$308,,"$6,588",,,,,"Hotels, Casinos, Resorts",FL,"$4,966.2",TNL,2022,"16,800",Orlando,,,no,yes,no,,no,yes,"Hotels, Restaurants & Leisure",no,no,,,,112,,,,
Topgolf Callaway Brands,811,811,/company/callaway-golf/,"$3,133.4",97.1%,$322,,"$7,747.8",,,,,"Toys, Sporting Goods",CA,"$4,337.1",MODG,2022,"24,800",Carlsbad,,,no,yes,no,,no,yes,"Hotels, Restaurants & Leisure",no,no,,,,,,,,
Dycom Industries,812,812,/company/dycom-industries/,"$3,130.5",-2.1%,$48.6,41.5%,"$2,118.2",,,,,Engineering & Construction,FL,"$2,821",DY,2022,"15,024",Palm Beach Gardens,,,no,yes,no,,no,yes,Engineering & Construction,no,no,,,,-102,,,,
Columbia Sportswear,813,813,/company/columbia-sportswear/,"$3,126.4",25%,$354.1,227.8%,"$3,067.1",,,,,Apparel,OR,"$5,840.4",COLM,2022,"8,325",Portland,,,no,yes,no,,no,yes,Apparel,no,no,,,,28,,,,
Coherent,814,814,/company/ii-vi/,"$3,105.9",30.5%,$297.6,,"$6,512.7",,,,,Semiconductors and Other Electronic Components,PA,"$7,708.2",COHR,2022,"22,961",Saxonburg,,,no,yes,no,,no,no,Technology,no,no,,,,54,,,,
Change Healthcare,815,815,/company/change-healthcare/,"$3,090.4",1470.4%,$-112.2,,"$10,112.6",,,,,Health Care: Pharmacy and Other Services,TN,"$6,799.3",,2022,"15,000",Nashville,,,no,no,no,,yes,no,Health Care,no,no,,,,,,,,
Grocery Outlet Holding,816,816,/company/grocery-outlet-holding/,"$3,079.6",-1.8%,$62.3,-41.6%,"$2,669.8",,,,,Food and Drug Stores,CA,"$3,148",GO,2022,875,Emeryville,,,no,yes,no,,no,yes,Food & Drug Stores,no,no,,,,-94,,,,
AMC Networks,817,817,/company/amc-networks/,"$3,077.6",9.3%,$250.6,4.4%,"$5,748.9",,,,,Entertainment,NY,"$1,721.7",AMCX,2022,"1,883",New York,,,no,yes,no,,no,no,Media,no,no,,,,-38,,,,
Hyster-Yale,818,818,/company/hyster-yale-materials-handling/,"$3,075.7",9.4%,$-173,-566.3%,"$1,970.1",,,,,Industrial Machinery,OH,$561.2,HY,2022,"8,100",Cleveland,,,no,no,no,,no,yes,Industrials,no,no,,,,-36,,,,
ChampionX,819,819,/company/championx/,"$3,075",61.8%,$113.3,,"$3,534.7",,,,,"Oil and Gas Equipment, Services",TX,"$4,976.7",CHX,2022,"7,000",The Woodlands,,,no,yes,no,,no,yes,Energy,no,no,,,,167,,,,
Comfort Systems USA,820,820,/company/comfort-systems-usa/,"$3,073.6",7.6%,$143.3,-4.5%,"$2,209.1",,,,,Engineering & Construction,TX,"$3,200.5",FIX,2022,"13,200",Houston,,,no,yes,no,,no,yes,Engineering & Construction,no,no,,,,-44,,,,
EQT,821,821,/company/eqt/,"$3,064.7",0.2%,"$-1,155.8",,"$21,607.4",,,,,Energy,PA,"$12,955.4",EQT,2022,693,Pittsburgh,,,no,no,no,,no,yes,Energy,no,no,,,,-82,,,,
Brown & Brown,822,822,/company/brown-brown/,"$3,051.4",16.8%,$587.1,22.2%,"$9,795.4",,,,,Insurance: Property and Casualty (Stock),FL,"$20,395.7",BRO,2022,"12,023",Daytona Beach,,,no,yes,no,,no,yes,Financials,no,no,,,,-8,,,,
LGI Homes,823,823,/company/lgi-homes/,"$3,050.1",28.8%,$429.6,32.6%,"$2,351.9",,,,,Homebuilders,TX,"$2,322.4",LGIH,2022,952,The Woodlands,,,no,yes,no,,no,yes,Engineering & Construction,no,no,,,,50,,,,
Hyatt Hotels,824,824,/company/hyatt-hotels/,"$3,028",46.6%,$-222,,"$12,603",,,,,"Hotels, Casinos, Resorts",IL,"$10,498.3",H,2022,"44,000",Chicago,,,no,no,no,,no,yes,"Hotels, Restaurants & Leisure",no,yes,,,,122,,,,
Comerica,825,825,/company/comerica/,"$3,024",-2.3%,"$1,168",146.4%,"$94,616",,,,,Commercial Banks,TX,"$11,854.4",CMA,2022,"7,442",Dallas,,,no,yes,no,,no,no,Financials,no,no,,,,-96,,,,
Energizer Holdings,826,826,/company/energizer-holdings/,"$3,021.5",5.6%,$160.9,,"$5,007.5",,,,,Household and Personal Products,MO,"$2,191.7",ENR,2022,"6,000",St. Louis,,,no,yes,no,,no,yes,Household Products,no,no,,,,-51,,,,
Hill-Rom Holdings,827,827,/company/hill-rom-holdings/,"$3,018.7",4.8%,$248.5,11.4%,"$4,999.1",,,,,Medical Products and Equipment,IL,,HRC,2022,"10,000",Chicago,,,no,yes,no,,no,no,Health Care,no,no,,,,-54,,,,
Rackspace Technology,828,828,/company/rackspace-technology/,"$3,009.5",11.2%,$-218.3,,"$6,328.7",,,,,Internet Services and Retailing,TX,"$2,365.6",RXT,2022,"6,600",San Antonio,,,no,no,no,,no,no,Technology,no,no,,,,-29,,,,
Verisk Analytics,829,829,/company/verisk-analytics/,"$2,998.6",7.7%,$666.2,-6.5%,"$7,808.1",,,,,Financial Data Services,NJ,"$34,616.2",VRSK,2022,"9,367",Jersey City,,,no,yes,no,,no,yes,Business Services,no,no,,,,-41,,,,
Spectrum Brands Holdings,830,830,/company/hrg-group/,"$2,998.1",-24.4%,$189.6,93.9%,"$5,340.4",,,,,Household and Personal Products,WI,"$3,617.6",SPB,2022,"12,100",Middleton,,,no,yes,no,,no,no,Household Products,no,no,,,,-209,,,,
Euronet Worldwide,831,831,/company/euronet-worldwide/,"$2,995.4",20.7%,$70.7,,"$4,744.3",,,,,Financial Data Services,KS,"$6,658.2",EEFT,2022,"8,800",Leawood,,,no,yes,no,,no,yes,Business Services,no,no,,,,16,,,,
TEGNA,832,832,/company/tegna/,"$2,991.1",1.8%,$477,-1.2%,"$6,917.6",,,,,Entertainment,VA,"$4,962.6",TGNA,2022,"6,200",Tysons,,,no,yes,no,,no,no,Media,no,no,,,,-76,,,,
Vontier,833,833,/company/vontier/,"$2,990.7",10.6%,$413,20.8%,"$4,349.8",,,,,"Electronics, Electrical Equip.",NC,"$4,087.8",VNT,2022,"8,500",Raleigh,,,no,yes,no,,no,yes,Technology,no,no,,,,-32,,,,
Cadence,834,834,/company/cadence-design-systems/,"$2,988.2",11.4%,$696,17.8%,"$4,386.3",,,,,Computer Software,CA,"$45,781.7",CDNS,2022,"9,298",San Jose,,,no,yes,no,,no,yes,Technology,no,yes,,,,-29,,,,
Incyte,835,835,/company/incyte/,"$2,986.3",12%,$948.6,,"$4,933.4",,,,,Pharmaceuticals,DE,"$17,577.6",INCY,2022,"2,094",Wilmington,,,no,yes,no,,no,yes,Health Care,no,no,,,,-28,,,,
Match Group,836,836,/company/match-group/,"$2,983.3",24.8%,$277.7,116%,"$5,063.3",,,,,Internet Services and Retailing,TX,"$31,007",MTCH,2022,"2,520",Dallas,,,no,yes,no,,no,yes,Technology,no,no,,,,28,,,,
Valvoline,837,837,/company/valvoline/,"$2,981",26.7%,$420,32.5%,"$3,191",,,,,Chemicals,KY,"$5,660.5",VVV,2022,"9,800",Lexington,,,no,yes,no,,no,yes,Chemicals,no,no,,,,43,,,,
EnerSys,838,838,/company/enersys/,"$2,977.9",-3.6%,$143.4,4.6%,"$3,462.8",,,,,"Electronics, Electrical Equip.",PA,"$3,076",ENS,2022,"11,400",Reading,,,no,yes,no,,no,no,Industrials,no,no,,,,-107,,,,
Avaya Holdings,839,839,/company/avaya-holdings/,"$2,973",3.5%,$-13,,"$5,985",,,,,Information Technology Services,NC,"$1,076",AVYA,2022,"8,063",Durham,,,no,no,no,,no,no,Technology,no,no,,,,-65,,,,
UWM Holdings,840,840,/company/uwm-holdings/,"$2,970.3",-39.9%,$98.4,-97.1%,"$22,528.4",,,,,Diversified Financials,MI,"$7,223.5",UWMC,2022,"8,000",Pontiac,,,no,yes,no,,no,yes,Financials,no,no,,,,-311,,,,
Zions Bancorp.,841,841,/company/zions-bancorp/,"$2,970",1%,"$1,129",109.5%,"$93,200",,,,,Commercial Banks,UT,"$9,958.2",ZION,2022,"9,685",Salt Lake City,,,no,yes,no,,no,yes,Financials,no,no,,,,-87,,,,
Quad/Graphics,842,842,/company/quadgraphics/,"$2,960.4",-1.6%,$37.8,,"$1,890",,,,,"Publishing, Printing",WI,$388.5,QUAD,2022,"15,100",Sussex,,,no,yes,no,,no,no,Media,no,no,,,,-96,,,,
MKS Instruments,843,843,/company/mks-instruments/,"$2,949.6",26.6%,$551.4,57.5%,"$4,540.3",,,,,Semiconductors and Other Electronic Components,MA,"$8,327.6",MKSI,2022,"6,200",Andover,,,no,yes,no,,no,yes,Technology,no,no,,,,45,,,,
Arista Networks,844,844,/company/arista-networks/,"$2,948",27.2%,$840.9,32.5%,"$5,734.4",,,,,Network and Other Communications Equipment,CA,"$42,773.4",ANET,2022,"2,993",Santa Clara,,,no,yes,no,,yes,yes,Technology,no,no,,,,45,,,,
Interactive Brokers Group,845,845,/company/interactive-brokers-group/,"$2,938",18.5%,$308,57.9%,"$109,113",,,,,Securities,CT,"$27,961.7",IBKR,2022,"2,571",Greenwich,,,no,yes,no,,no,yes,Financials,no,no,,,,3,,,,
Range Resources,846,846,/company/range-resources/,"$2,930.2",48.8%,$411.8,,"$6,660.5",,,,,"Mining, Crude-Oil Production",TX,"$7,964",RRC,2022,527,Fort Worth,,,no,yes,no,,no,no,Energy,no,no,,,,120,,,,
Atkore,847,847,/company/atkore/,"$2,928",65.9%,$587.9,286%,"$2,210.1",,,,,"Electronics, Electrical Equip.",IL,"$4,415.6",ATKR,2022,"3,700",Harvey,,,no,yes,no,,no,yes,Industrials,no,no,,,,,,,,
Cheesecake Factory,848,848,/company/cheesecake-factory/,"$2,927.5",47.6%,$72.4,,"$2,798.1",,,,,Food Services,CA,"$2,098.6",CAKE,2022,"45,800",Calabasas Hills,,,no,yes,no,,no,yes,"Hotels, Restaurants & Leisure",no,yes,,,,111,,,,
First Solar,849,849,/company/first-solar/,"$2,923.4",7.8%,$468.7,17.7%,"$7,413.7",,,,,Energy,AZ,"$8,904.4",FSLR,2022,"4,800",Tempe,,,no,yes,no,,no,no,Energy,no,no,,,,-51,,,,
Bio-Rad Laboratories,850,850,/company/bio-rad-laboratories/,"$2,922.5",14.8%,"$4,245.9",11.6%,"$17,775.8",,,,,"Scientific, Photographic and Control Equipment",CA,"$16,982.2",BIO,2022,"7,900",Hercules,,,no,yes,no,,no,no,Technology,no,no,,,,-21,,,,
Cooper Cos.,851,851,/company/cooper-cos/,"$2,922.5",20.2%,"$2,944.7",1135.2%,"$9,606.2",,,,,Medical Products and Equipment,CA,"$20,587.8",COO,2022,"12,000",San Ramon,,,no,yes,no,,no,no,Health Care,no,no,,,,2,,,,
Envista Holdings,852,852,/company/envista-holdings/,"$2,922.4",28.1%,$340.5,922.5%,"$6,574.2",,,,,Medical Products and Equipment,CA,"$7,882.5",NVST,2022,"11,200",Brea,,,no,yes,no,,no,no,Health Care,no,no,,,,48,,,,
Alight,853,853,/company/alight/,"$2,915",6.9%,$-60,,"$10,988",,,,,Diversified Outsourcing Services,IL,"$5,542.2",ALIT,2022,"16,000",Lincolnshire,,,no,no,no,,no,yes,Business Services,no,no,,,,,,,,
Newmark Group,854,854,/company/newmark-group/,"$2,906.4",52.6%,$750.7,837.7%,"$5,216.2",,,,,Real Estate,NY,"$3,009.9",NMRK,2022,"6,169",New York,,,no,yes,no,,no,yes,Financials,no,no,,,,129,,,,
PC Connection,855,855,/company/pc-connection/,"$2,892.6",11.7%,$69.9,25.4%,"$1,083.4",,,,,Wholesalers: Electronics and Office Equipment,NH,"$1,375.8",CNXN,2022,"2,542",Merrimack,,,no,yes,no,,no,no,Wholesalers,no,no,,,,-38,,,,
Host Hotels & Resorts,856,856,/company/host-hotels-resorts/,"$2,890",78.4%,$-11,,"$12,352",,,,,Real Estate,MD,"$13,875.9",HST,2022,160,Bethesda,,,no,no,no,,no,no,Financials,no,no,,,,,,,,
BXP,857,857,/company/boston-properties/,"$2,888.6",4.4%,$505.2,-42.1%,"$22,365.3",,,,,Real Estate,MA,"$20,179.9",BXP,2022,743,Boston,,,no,yes,no,,no,no,Financials,no,no,,,,-67,,,,
Western Midstream Partners,858,858,/company/western-midstream-partners/,"$2,877.2",3.8%,$916.3,73.9%,"$11,273.1",,,,,Pipelines,TX,"$10,177.4",WES,2022,"1,127",The Woodlands,,,no,yes,no,,no,yes,Energy,no,no,,,,-69,,,,
Magellan Midstream Partners,859,859,/company/magellan-midstream-partners/,"$2,870.1",18.2%,$982,20.2%,"$8,030",,,,,Pipelines,OK,"$10,422.1",,2022,"1,715",Tulsa,,,no,yes,no,,no,no,Energy,no,no,,,,-4,,,,
Hillenbrand,860,860,/company/hillenbrand/,"$2,864.8",13.8%,$249.9,,"$4,014.9",,,,,Industrial Machinery,IN,"$3,216.2",HI,2022,"10,500",Batesville,,,no,yes,no,,yes,no,Industrials,no,no,,,,-24,,,,
Donaldson,861,861,/company/donaldson/,"$2,853.9",10.5%,$286.9,11.6%,"$2,400.2",,,,,Industrial Machinery,MN,"$6,416.4",DCI,2022,"13,100",Minneapolis,,,no,yes,no,,no,yes,Industrials,no,no,,,,-40,,,,
Moog,862,862,/company/moog/,"$2,852",-1.1%,$157.2,1608%,"$3,433.2",,,,,Aerospace & Defense,NY,"$2,814.6",MOG.A,2022,"14,000",East Aurora,,,no,yes,no,,no,yes,Aerospace & Defense,no,no,,,,-91,,,,
Hawaiian Electric Industries,863,863,/company/hawaiian-electric-industries/,"$2,850.4",10.5%,$246.2,24.4%,"$15,822.6",,,,,Utilities: Gas and Electric,HI,"$4,630",HE,2022,"3,623",Honolulu,,,no,yes,no,,no,no,Energy,no,no,,,,-41,,,,
Five Below,864,864,/company/five-below/,"$2,848.4",45.2%,$278.8,126%,"$2,880.5",,,,,Specialty Retailers: Other,PA,"$8,825",FIVE,2022,"13,150",Philadelphia,,,no,yes,no,,no,yes,Retailing,no,no,,,,105,,,,
Twilio,865,865,/company/twilio/,"$2,841.8",61.3%,$-949.9,,"$12,998.6",,,,,Internet Services and Retailing,CA,"$29,916.9",TWLO,2022,"7,867",San Francisco,,,no,no,yes,,no,yes,Technology,no,no,,,,,,,,
TelevisaUnivision,866,866,/company/univision-communications/,"$2,841",11.8%,$133.7,,"$14,055.4",,,,,Entertainment,NY,,,2022,,New York,,,no,yes,no,,no,no,Media,no,no,,,,-36,,,,
Annaly Capital Management,867,867,/company/annaly-capital-management/,"$2,836.2",1188.5%,"$2,389.9",,"$76,764.1",,,,,Diversified Financials,NY,"$10,281",NLY,2022,171,New York,,,no,yes,no,,no,no,Financials,no,no,,,,,,,,
Corpay,868,868,/company/fleetcor-technologies/,"$2,833.7",18.6%,$839.5,19.2%,"$13,404.7",,,,,Financial Data Services,GA,"$19,398.4",CPAY,2022,"9,700",Atlanta,,,no,yes,no,,no,yes,Business Services,no,no,,,,-3,,,,
West Pharmaceutical Services,869,869,/company/west-pharmaceutical-services/,"$2,831.6",31.9%,$661.8,91.2%,"$3,313.8",,,,,Medical Products and Equipment,PA,"$30,508.2",WST,2022,"10,065",Exton,,,no,yes,no,,no,yes,Health Care,no,no,,,,56,,,,
Green Plains,870,870,/company/green-plains/,"$2,827.2",47%,$-66,,"$2,159.8",,,,,Energy,NE,"$1,662.5",GPRE,2022,859,Omaha,,,no,no,no,,no,yes,Energy,no,no,,,,107,,,,
Cracker Barrel Old Country Store,871,871,/company/cracker-barrel-old-country-store/,"$2,821.4",11.8%,$254.5,,"$2,391.7",,,,,Food Services,TN,"$2,757.6",CBRL,2022,"70,000",Lebanon,,,no,yes,no,,yes,yes,"Hotels, Restaurants & Leisure",no,no,,,,-38,,,,
Virtu Financial,872,872,/company/virtu-financial/,"$2,811.5",-13.2%,$476.9,-26.5%,"$10,320",,,,,Diversified Financials,NY,"$6,622.1",VIRT,2022,973,New York,,,no,yes,no,,no,no,Financials,no,no,,,,-168,,,,
Teleflex,873,873,/company/teleflex/,"$2,809.6",10.7%,$485.4,44.7%,"$6,871.7",,,,,Medical Products and Equipment,PA,"$16,642.1",TFX,2022,"14,000",Wayne,,,no,yes,no,,no,no,Health Care,no,no,,,,-41,,,,
Zynga,874,874,/company/zynga/,"$2,800.5",41.8%,$-104.2,,"$6,358.9",,,,,Entertainment,CA,"$10,463.5",,2022,"2,952",San Francisco,,,no,no,no,,no,yes,Media,no,no,,,,89,,,,
ATI,875,875,/company/allegheny-technologies/,"$2,799.8",-6.1%,$-38.2,,"$4,285.2",,,,,Metals,PA,"$3,350.8",ATI,2022,"6,300",Pittsburgh,,,no,no,no,,no,no,Materials,no,no,,,,-126,,,,
AppLovin,876,876,/company/applovin/,"$2,793.1",92.5%,$35.4,,"$6,163.6",,,,,Computer Software,CA,"$20,696.8",APP,2022,"1,594",Palo Alto,,,no,yes,yes,,no,yes,Technology,no,no,,,,,,,,
Waters,877,877,/company/waters/,"$2,785.9",17.8%,$692.8,32.8%,"$3,094.9",,,,,"Scientific, Photographic and Control Equipment",MA,"$18,783.4",WAT,2022,"7,800",Milford,,,no,yes,no,,no,yes,Technology,no,no,,,,-3,,,,
Mutual of America Life Insurance,878,878,/company/mutual-of-america-life-insurance/,"$2,784.8",83.6%,$50.7,,"$28,325.2",,,,,"Insurance: Life, Health (Mutual)",NY,,,2022,"1,146",New York,,,no,yes,no,,no,no,Financials,no,no,,,,,,,,
Hovnanian Enterprises,879,879,/company/hovnanian-enterprises/,"$2,782.9",18.7%,$607.8,1093.5%,"$2,320.5",,,,,Homebuilders,NJ,$371.9,HOV,2022,"1,784",Matawan,,,no,yes,no,,no,yes,Engineering & Construction,no,no,,,,6,,,,
Amica Mutual Insurance,880,880,/company/amica-mutual-insurance/,"$2,777.9",1.8%,$117.1,-36.3%,"$6,937.3",,,,,Insurance: Property and Casualty (Mutual),RI,,,2022,"3,510",Lincoln,,,no,yes,no,,no,no,Financials,no,no,,,,-87,,,,
Caleres,881,881,/company/caleres/,"$2,777.6",31.2%,$137,,"$1,843.9",,,,,Specialty Retailers: Apparel,MO,$727.5,CAL,2022,"7,200",St. Louis,,,no,yes,no,,no,yes,Retailing,no,no,,,,54,,,,
FTI Consulting,882,882,/company/fti-consulting/,"$2,776.2",12.8%,$235,11.5%,"$3,100.9",,,,,Diversified Outsourcing Services,DC,"$5,400.1",FCN,2022,"6,780",Washington,,,no,yes,no,,no,yes,Business Services,no,no,,,,-30,,,,
Beyond,883,883,/company/overstock-com/,"$2,773.8",8.8%,$389.4,595.3%,"$1,066",,,,,Internet Services and Retailing,UT,"$1,897.8",BYON,2022,"1,350",Midvale,,,no,yes,no,,no,no,Retailing,no,no,,,,-56,,,,
Visteon,884,884,/company/visteon/,"$2,773",8.8%,$41,,"$2,234",,,,,Motor Vehicles & Parts,MI,"$3,056.1",VC,2022,"10,000",Van Buren Township,,,no,yes,no,,no,no,Motor Vehicles & Parts,no,no,,,,-56,,,,
G-III Apparel Group,885,885,/company/g-iii-apparel-group/,"$2,766.5",34.6%,$200.6,752%,"$2,742.5",,,,,Apparel,NY,"$1,296.1",GIII,2022,"3,250",New York,,,no,yes,no,,no,yes,Apparel,no,no,,,,64,,,,
ITT,886,886,/company/itt/,"$2,765",11.6%,$316.3,336.3%,"$3,565.4",,,,,Industrial Machinery,NY,"$6,415.4",ITT,2022,"9,900",White Plains,,,no,yes,no,,no,yes,Industrials,no,no,,,,-37,,,,
IDEX,887,887,/company/idex/,"$2,764.8",17.6%,$449.4,19%,"$4,917.2",,,,,Industrial Machinery,IL,"$14,591.6",IEX,2022,"7,536",Northbrook,,,no,yes,no,,no,yes,Industrials,no,no,,,,-6,,,,
Popular,888,888,/company/popular/,"$2,764.8",6.2%,$934.9,84.5%,"$75,097.9",,,,,Commercial Banks,PR,"$6,252.3",BPOP,2022,"8,351",Hato Rey,,,no,yes,no,,no,no,Financials,no,no,,,,-73,,,,
Roku,889,889,/company/roku/,"$2,764.6",55.5%,$242.4,,"$4,082.1",,,,,Entertainment,CA,"$16,949.3",ROKU,2022,"3,000",San Jose,,,no,yes,yes,,no,yes,Media,no,no,,,,,,,,
Radius Recycling,890,890,/company/schnitzer-steel-industries/,"$2,758.6",61.1%,$165.1,,"$1,494.4",,,,,Metals,OR,"$1,445.2",RDUS,2022,"3,167",Portland,,,no,yes,no,,yes,yes,Materials,no,no,,,,,,,,
Brookdale Senior Living,891,891,/company/brookdale-senior-living/,"$2,758.3",-22.1%,$-99.3,-221.1%,"$6,410.5",,,,,Health Care: Medical Facilities,TN,"$1,308.3",BKD,2022,"28,545",Brentwood,,,no,no,no,,yes,no,Health Care,no,no,,,,-226,,,,
Werner Enterprises,892,892,/company/werner-enterprises/,"$2,734.4",15.3%,$259.1,53.2%,"$2,603.7",,,,,"Trucking, Truck Leasing",NE,"$2,697.9",WERN,2022,"13,525",Omaha,,,no,yes,no,,no,yes,Transportation,no,no,,,,-21,,,,
Americold Realty Trust,893,893,/company/americold-realty-trust/,"$2,714.8",36.6%,$-30.5,-224.1%,"$8,216.2",,,,,Real Estate,GA,"$7,489.8",COLD,2022,"16,275",Atlanta,,,no,no,no,,no,no,Financials,no,no,,,,64,,,,
SkyWest,894,894,/company/skywest/,"$2,713.5",27.6%,$111.9,,"$7,125.9",,,,,Airlines,UT,"$1,457.6",SKYW,2022,"15,205",St. George,,,no,yes,no,,no,yes,Transportation,no,no,,,,36,,,,
Primerica,895,895,/company/primerica/,"$2,709.7",22.2%,$373.4,-3.3%,"$16,123.2",,,,,"Insurance: Life, Health (Stock)",GA,"$5,326.8",PRI,2022,"3,170",Duluth,,,no,yes,no,,no,yes,Financials,no,no,,,,14,,,,
McAfee,896,896,/company/mcafee/,"$2,701",-7.1%,$849,,"$3,422",,,,,Computer Software,CA,,MCFE,2022,"2,262",San Jose,,,no,yes,no,,no,no,Technology,no,no,,,,-132,,,,
Nu Skin Enterprises,897,897,/company/nu-skin-enterprises/,"$2,695.7",4.4%,$147.3,-23%,"$1,906.5",,,,,Household and Personal Products,UT,"$2,385.6",NUS,2022,"19,600",Provo,,,no,yes,no,,no,no,Household Products,no,no,,,,-77,,,,
Copart,898,898,/company/copart/,"$2,692.5",22.1%,$936.5,33.8%,"$4,562.1",,,,,"Automotive Retailing, Services",TX,"$29,798.8",CPRT,2022,"8,600",Dallas,,,no,yes,no,,no,yes,Retailing,no,no,,,,12,,,,
PROG Holdings,899,899,/company/aarons/,"$2,677.9",7.8%,$243.6,,"$1,621.8",,,,,Diversified Financials,UT,"$1,586.9",PRG,2022,"2,023",Draper,,,no,yes,no,,no,yes,Financials,no,no,,,,-53,,,,
Splunk,900,900,/company/splunk/,"$2,673.7",19.9%,"$-1,339.1",,"$5,790.9",,,,,Computer Software,CA,"$23,881.6",,2022,"7,000",San Francisco,,,no,no,no,,no,yes,Technology,no,yes,,,,8,,,,
MRC Global,901,901,/company/mrc-global/,"$2,666",4.1%,$-14,,"$1,671",,,,,"Oil and Gas Equipment, Services",TX,$995.2,MRC,2022,"2,600",Houston,,,no,no,no,,no,no,Energy,no,no,,,,-75,,,,
Stericycle,902,902,/company/stericycle/,"$2,646.9",-1.1%,$-27.8,,"$5,473.1",,,,,Waste Management,IL,"$5,415.5",,2022,"15,465",Bannockburn,,,no,no,no,,yes,yes,Business Services,no,no,,,,-96,,,,
Maxim Integrated Products,903,903,/company/maxim-integrated-products/,"$2,632.5",20.1%,$827.3,26.4%,"$4,523.1",,,,,Semiconductors and Other Electronic Components,CA,,MXIM,2022,"7,100",San Jose,,,no,yes,no,,no,no,Technology,no,no,,,,9,,,,
Ensign Group,904,904,/company/ensign-group/,"$2,627.5",9.4%,$194.7,14.2%,"$2,850.6",,,,,Health Care: Medical Facilities,CA,"$4,958.3",ENSG,2022,"25,900",San Juan Capistrano,,,no,yes,no,,no,yes,Health Care,no,no,,,,-45,,,,
SM Energy,905,905,/company/sm-energy/,"$2,622.9",132.8%,$36.2,,"$5,234",,,,,"Mining, Crude-Oil Production",CO,"$4,746.5",SM,2022,506,Denver,,,no,yes,no,,no,yes,Energy,no,no,,,,,,,,
Kaiser Aluminum,906,906,/company/kaiser-aluminum/,"$2,622",123.6%,$-18.5,-164.2%,"$2,422.4",,,,,Metals,CA,"$1,493.9",KALU,2022,"3,957",Foothill Ranch,,,no,no,no,,no,yes,Materials,no,no,,,,,,,,
Federated Mutual Insurance,907,907,/company/federated-mutual-insurance/,"$2,612.2",14.1%,$320.1,61.5%,"$10,537.4",,,,,Insurance: Property and Casualty (Mutual),MN,,,2022,"2,702",Owatonna,,,no,yes,no,,no,yes,Financials,no,no,,,,-10,,,,
F5,908,908,/company/f5-networks/,"$2,603.4",10.7%,$331.2,7.7%,"$4,997.3",,,,,Network and Other Communications Equipment,WA,"$12,691.2",FFIV,2022,"6,429",Seattle,,,no,yes,no,,no,yes,Technology,no,no,,,,-26,,,,
Steelcase,909,909,/company/steelcase/,"$2,596.2",-30.3%,$26.1,-86.9%,"$2,354",,,,,"Home Equipment, Furnishings",MI,"$1,339.5",SCS,2022,"11,400",Grand Rapids,,,no,yes,no,,yes,no,Household Products,no,no,,,,-264,,,,
Encore Wire,910,910,/company/encore-wire/,"$2,592.7",103%,$541.4,611.8%,"$1,530.5",,,,,"Electronics, Electrical Equip.",TX,"$2,250.3",,2022,"1,440",McKinney,,,no,yes,no,,no,yes,Industrials,no,no,,,,,,,,
Guess,911,911,/company/guess/,"$2,591.6",38.1%,$171.4,,"$2,555.6",,,,,Specialty Retailers: Apparel,CA,"$1,305.5",GES,2022,"12,500",Los Angeles,,,no,yes,no,,no,yes,Retailing,no,no,,,,79,,,,
Playtika Holding,912,912,/company/playtika-holding/,"$2,583",8.9%,$308.5,235%,"$2,803.3",,,,,Entertainment,NV,"$7,965.8",PLTK,2022,"4,000",Henderson,,,no,yes,no,,no,yes,Media,no,no,,,,-40,,,,
